,class_ids,classes,logistic,logits,probabilities
1576,[0],[b'0'],[0.],[-32535.67],[1. 0.]
1577,[0],[b'0'],[0.],[-33209.055],[1. 0.]
1578,[0],[b'0'],[0.],[-33156.438],[1. 0.]
1579,[0],[b'0'],[0.],[-33216.508],[1. 0.]
1580,[0],[b'0'],[0.],[-30737.883],[1. 0.]
1581,[0],[b'0'],[0.],[-33166.996],[1. 0.]
1582,[0],[b'0'],[0.],[-32327.748],[1. 0.]
1583,[0],[b'0'],[0.],[-29519.295],[1. 0.]
1584,[0],[b'0'],[0.],[-30668.35],[1. 0.]
1585,[0],[b'0'],[0.],[-30554.355],[1. 0.]
1586,[0],[b'0'],[0.],[-32360.129],[1. 0.]
1587,[0],[b'0'],[0.],[-29547.467],[1. 0.]
1588,[0],[b'0'],[0.],[-32907.184],[1. 0.]
1589,[0],[b'0'],[0.],[-34448.555],[1. 0.]
1590,[0],[b'0'],[0.],[-33361.11],[1. 0.]
1591,[0],[b'0'],[0.],[-30848.953],[1. 0.]
1592,[0],[b'0'],[0.],[-31207.035],[1. 0.]
1593,[0],[b'0'],[0.],[-32450.129],[1. 0.]
1594,[0],[b'0'],[0.],[-30436.096],[1. 0.]
1595,[0],[b'0'],[0.],[-28367.682],[1. 0.]
1596,[0],[b'0'],[0.],[-31529.465],[1. 0.]
1597,[0],[b'0'],[0.],[-32046.213],[1. 0.]
1598,[0],[b'0'],[0.],[-33247.113],[1. 0.]
1599,[0],[b'0'],[0.],[-32712.23],[1. 0.]
1600,[0],[b'0'],[0.],[-31052.088],[1. 0.]
1601,[0],[b'0'],[0.],[-31476.807],[1. 0.]
1602,[0],[b'0'],[0.],[-33886.36],[1. 0.]
1603,[0],[b'0'],[0.],[-32376.18],[1. 0.]
1604,[0],[b'0'],[0.],[-33458.984],[1. 0.]
1605,[0],[b'0'],[0.],[-30453.45],[1. 0.]
1606,[0],[b'0'],[0.],[-31959.822],[1. 0.]
1607,[0],[b'0'],[0.],[-29324.768],[1. 0.]
1608,[0],[b'0'],[0.],[-31214.271],[1. 0.]
1609,[0],[b'0'],[0.],[-31622.275],[1. 0.]
1610,[0],[b'0'],[0.],[-30074.209],[1. 0.]
1611,[0],[b'0'],[0.],[-28482.432],[1. 0.]
1612,[0],[b'0'],[0.],[-32442.438],[1. 0.]
1613,[0],[b'0'],[0.],[-29840.41],[1. 0.]
1614,[0],[b'0'],[0.],[-31803.37],[1. 0.]
1615,[0],[b'0'],[0.],[-29762.518],[1. 0.]
1616,[0],[b'0'],[0.],[-31517.58],[1. 0.]
1617,[0],[b'0'],[0.],[-30683.033],[1. 0.]
1618,[0],[b'0'],[0.],[-30229.598],[1. 0.]
1619,[0],[b'0'],[0.],[-31365.27],[1. 0.]
1620,[0],[b'0'],[0.],[-32217.285],[1. 0.]
1621,[0],[b'0'],[0.],[-30887.934],[1. 0.]
1622,[0],[b'0'],[0.],[-30948.219],[1. 0.]
1623,[0],[b'0'],[0.],[-32107.602],[1. 0.]
1624,[0],[b'0'],[0.],[-32822.45],[1. 0.]
1625,[0],[b'0'],[0.],[-32131.291],[1. 0.]
1626,[0],[b'0'],[0.],[-30939.707],[1. 0.]
1627,[0],[b'0'],[0.],[-33130.336],[1. 0.]
1628,[0],[b'0'],[0.],[-30836.37],[1. 0.]
1629,[0],[b'0'],[0.],[-31862.322],[1. 0.]
1630,[0],[b'0'],[0.],[-30651.031],[1. 0.]
1631,[0],[b'0'],[0.],[-32041.205],[1. 0.]
1632,[0],[b'0'],[0.],[-35174.535],[1. 0.]
1633,[0],[b'0'],[0.],[-32100.682],[1. 0.]
1634,[0],[b'0'],[0.],[-34227.652],[1. 0.]
1635,[0],[b'0'],[0.],[-32860.527],[1. 0.]
1636,[0],[b'0'],[0.],[-31256.416],[1. 0.]
1637,[0],[b'0'],[0.],[-33754.254],[1. 0.]
1638,[0],[b'0'],[0.],[-34248.445],[1. 0.]
1639,[0],[b'0'],[0.],[-28962.924],[1. 0.]
1640,[0],[b'0'],[0.],[-32055.527],[1. 0.]
1641,[0],[b'0'],[0.],[-31723.871],[1. 0.]
1642,[0],[b'0'],[0.],[-32946.81],[1. 0.]
1643,[0],[b'0'],[0.],[-32282.447],[1. 0.]
1644,[0],[b'0'],[0.],[-32793.85],[1. 0.]
1645,[0],[b'0'],[0.],[-32082.564],[1. 0.]
1646,[0],[b'0'],[0.],[-31827.957],[1. 0.]
1647,[0],[b'0'],[0.],[-30140.934],[1. 0.]
1648,[0],[b'0'],[0.],[-32542.436],[1. 0.]
1649,[0],[b'0'],[0.],[-31643.178],[1. 0.]
1650,[0],[b'0'],[0.],[-32638.098],[1. 0.]
1651,[0],[b'0'],[0.],[-31805.578],[1. 0.]
1652,[0],[b'0'],[0.],[-30680.002],[1. 0.]
1653,[0],[b'0'],[0.],[-34815.816],[1. 0.]
1654,[0],[b'0'],[0.],[-29696.037],[1. 0.]
1655,[0],[b'0'],[0.],[-32418.746],[1. 0.]
1656,[0],[b'0'],[0.],[-33523.457],[1. 0.]
1657,[0],[b'0'],[0.],[-29401.121],[1. 0.]
1658,[0],[b'0'],[0.],[-33487.51],[1. 0.]
1659,[0],[b'0'],[0.],[-30095.42],[1. 0.]
1660,[0],[b'0'],[0.],[-30363.05],[1. 0.]
1661,[0],[b'0'],[0.],[-31119.623],[1. 0.]
1662,[0],[b'0'],[0.],[-31875.523],[1. 0.]
1663,[0],[b'0'],[0.],[-32776.957],[1. 0.]
1664,[0],[b'0'],[0.],[-31999.172],[1. 0.]
1665,[0],[b'0'],[0.],[-31413.135],[1. 0.]
1666,[0],[b'0'],[0.],[-31206.35],[1. 0.]
1667,[0],[b'0'],[0.],[-28312.91],[1. 0.]
1668,[0],[b'0'],[0.],[-32268.258],[1. 0.]
1669,[0],[b'0'],[0.],[-31941.697],[1. 0.]
1670,[0],[b'0'],[0.],[-33740.645],[1. 0.]
1671,[0],[b'0'],[0.],[-32087.682],[1. 0.]
1672,[1],[b'1'],[1.],[8525.773],[0. 1.]
1673,[0],[b'0'],[0.],[-32223.18],[1. 0.]
1674,[1],[b'1'],[1.],[7690.1304],[0. 1.]
1675,[0],[b'0'],[0.],[-31580.809],[1. 0.]
1676,[0],[b'0'],[0.],[-32315.977],[1. 0.]
1677,[0],[b'0'],[0.],[-30933.953],[1. 0.]
1678,[0],[b'0'],[0.],[-29003.564],[1. 0.]
1679,[0],[b'0'],[0.],[-31917.832],[1. 0.]
1680,[0],[b'0'],[0.],[-32202.898],[1. 0.]
1681,[0],[b'0'],[0.],[-31964.348],[1. 0.]
1682,[0],[b'0'],[0.],[-29741.982],[1. 0.]
1683,[0],[b'0'],[0.],[-34348.438],[1. 0.]
1684,[0],[b'0'],[0.],[-32737.406],[1. 0.]
1685,[0],[b'0'],[0.],[-33039.56],[1. 0.]
1686,[0],[b'0'],[0.],[-32801.223],[1. 0.]
1687,[0],[b'0'],[0.],[-31845.86],[1. 0.]
1688,[0],[b'0'],[0.],[-29574.84],[1. 0.]
1689,[0],[b'0'],[0.],[-32052.727],[1. 0.]
1690,[1],[b'1'],[1.],[5453.6675],[0. 1.]
1691,[0],[b'0'],[0.],[-29750.9],[1. 0.]
1692,[0],[b'0'],[0.],[-32878.85],[1. 0.]
1693,[0],[b'0'],[0.],[-32079.018],[1. 0.]
1694,[0],[b'0'],[0.],[-31429.357],[1. 0.]
1695,[0],[b'0'],[0.],[-29891.793],[1. 0.]
1696,[0],[b'0'],[0.],[-33724.45],[1. 0.]
1697,[0],[b'0'],[0.],[-30968.916],[1. 0.]
1698,[0],[b'0'],[0.],[-30211.98],[1. 0.]
1699,[0],[b'0'],[0.],[-34502.17],[1. 0.]
1700,[0],[b'0'],[0.],[-33201.824],[1. 0.]
1701,[0],[b'0'],[0.],[-32159.01],[1. 0.]
1702,[0],[b'0'],[0.],[-32202.05],[1. 0.]
1703,[0],[b'0'],[0.],[-32876.637],[1. 0.]
1704,[0],[b'0'],[0.],[-34212.11],[1. 0.]
1705,[0],[b'0'],[0.],[-32016.77],[1. 0.]
1706,[0],[b'0'],[0.],[-32905.2],[1. 0.]
1707,[0],[b'0'],[0.],[-28401.965],[1. 0.]
1708,[0],[b'0'],[0.],[-31775.924],[1. 0.]
1709,[0],[b'0'],[0.],[-30975.045],[1. 0.]
1710,[0],[b'0'],[0.],[-31662.363],[1. 0.]
1711,[0],[b'0'],[0.],[-29898.361],[1. 0.]
1712,[0],[b'0'],[0.],[-31935.482],[1. 0.]
1713,[0],[b'0'],[0.],[-30721.06],[1. 0.]
1714,[0],[b'0'],[0.],[-29679.152],[1. 0.]
1715,[0],[b'0'],[0.],[-32079.445],[1. 0.]
1716,[0],[b'0'],[0.],[-30785.1],[1. 0.]
1717,[0],[b'0'],[0.],[-31492.291],[1. 0.]
1718,[0],[b'0'],[0.],[-30338.436],[1. 0.]
1719,[0],[b'0'],[0.],[-31717.275],[1. 0.]
1720,[0],[b'0'],[0.],[-33765.11],[1. 0.]
1721,[0],[b'0'],[0.],[-31768.365],[1. 0.]
1722,[0],[b'0'],[0.],[-32146.117],[1. 0.]
1723,[0],[b'0'],[0.],[-34211.633],[1. 0.]
1724,[0],[b'0'],[0.],[-31436.42],[1. 0.]
1725,[0],[b'0'],[0.],[-29287.34],[1. 0.]
1726,[0],[b'0'],[0.],[-31265.902],[1. 0.]
1727,[0],[b'0'],[0.],[-30971.406],[1. 0.]
1728,[0],[b'0'],[0.],[-33216.86],[1. 0.]
1729,[0],[b'0'],[0.],[-30602.887],[1. 0.]
1730,[0],[b'0'],[0.],[-31481.363],[1. 0.]
1731,[0],[b'0'],[0.],[-31180.898],[1. 0.]
1732,[0],[b'0'],[0.],[-29581.387],[1. 0.]
1733,[0],[b'0'],[0.],[-30039.523],[1. 0.]
1734,[0],[b'0'],[0.],[-32359.746],[1. 0.]
1735,[0],[b'0'],[0.],[-32504.125],[1. 0.]
1736,[0],[b'0'],[0.],[-32738.238],[1. 0.]
1737,[0],[b'0'],[0.],[-30423.598],[1. 0.]
1738,[0],[b'0'],[0.],[-32261.299],[1. 0.]
1739,[0],[b'0'],[0.],[-28226.867],[1. 0.]
1740,[0],[b'0'],[0.],[-29349.482],[1. 0.]
1741,[0],[b'0'],[0.],[-28716.482],[1. 0.]
1742,[0],[b'0'],[0.],[-30153.75],[1. 0.]
1743,[0],[b'0'],[0.],[-32719.78],[1. 0.]
1744,[0],[b'0'],[0.],[-32231.076],[1. 0.]
1745,[0],[b'0'],[0.],[-31594.766],[1. 0.]
1746,[0],[b'0'],[0.],[-30166.744],[1. 0.]
1747,[0],[b'0'],[0.],[-32335.744],[1. 0.]
1748,[0],[b'0'],[0.],[-28767.803],[1. 0.]
1749,[0],[b'0'],[0.],[-32484.371],[1. 0.]
1750,[0],[b'0'],[0.],[-30358.396],[1. 0.]
1751,[0],[b'0'],[0.],[-30162.244],[1. 0.]
1752,[0],[b'0'],[0.],[-29924.775],[1. 0.]
1753,[0],[b'0'],[0.],[-33893.01],[1. 0.]
1754,[0],[b'0'],[0.],[-32201.451],[1. 0.]
1755,[0],[b'0'],[0.],[-31188.352],[1. 0.]
1756,[0],[b'0'],[0.],[-29819.457],[1. 0.]
1757,[0],[b'0'],[0.],[-31333.936],[1. 0.]
1758,[0],[b'0'],[0.],[-32230.045],[1. 0.]
1759,[0],[b'0'],[0.],[-34718.6],[1. 0.]
1760,[0],[b'0'],[0.],[-32929.332],[1. 0.]
1761,[0],[b'0'],[0.],[-31051.623],[1. 0.]
1762,[0],[b'0'],[0.],[-30307.613],[1. 0.]
1763,[0],[b'0'],[0.],[-36919.812],[1. 0.]
1764,[0],[b'0'],[0.],[-29862.094],[1. 0.]
1765,[0],[b'0'],[0.],[-32386.123],[1. 0.]
1766,[0],[b'0'],[0.],[-32060.668],[1. 0.]
1767,[0],[b'0'],[0.],[-29755.799],[1. 0.]
1768,[0],[b'0'],[0.],[-30594.918],[1. 0.]
1769,[0],[b'0'],[0.],[-30106.107],[1. 0.]
1770,[0],[b'0'],[0.],[-32389.617],[1. 0.]
1771,[0],[b'0'],[0.],[-28505.656],[1. 0.]
1772,[0],[b'0'],[0.],[-30318.26],[1. 0.]
1773,[0],[b'0'],[0.],[-35139.293],[1. 0.]
1774,[0],[b'0'],[0.],[-31761.514],[1. 0.]
1775,[0],[b'0'],[0.],[-32616.275],[1. 0.]
1776,[0],[b'0'],[0.],[-30999.104],[1. 0.]
1777,[0],[b'0'],[0.],[-31457.576],[1. 0.]
1778,[0],[b'0'],[0.],[-32529.463],[1. 0.]
1779,[0],[b'0'],[0.],[-29566.084],[1. 0.]
1780,[0],[b'0'],[0.],[-29200.959],[1. 0.]
1781,[0],[b'0'],[0.],[-32579.098],[1. 0.]
1782,[0],[b'0'],[0.],[-32902.82],[1. 0.]
1783,[0],[b'0'],[0.],[-30265.596],[1. 0.]
1784,[0],[b'0'],[0.],[-30856.17],[1. 0.]
1785,[0],[b'0'],[0.],[-33047.21],[1. 0.]
1786,[0],[b'0'],[0.],[-31466.355],[1. 0.]
1787,[0],[b'0'],[0.],[-33442.816],[1. 0.]
1788,[0],[b'0'],[0.],[-31476.922],[1. 0.]
1789,[0],[b'0'],[0.],[-30419.85],[1. 0.]
1790,[0],[b'0'],[0.],[-29579.443],[1. 0.]
1791,[0],[b'0'],[0.],[-30192.94],[1. 0.]
1792,[0],[b'0'],[0.],[-33906.793],[1. 0.]
1793,[0],[b'0'],[0.],[-31763.93],[1. 0.]
1794,[0],[b'0'],[0.],[-32135.518],[1. 0.]
1795,[0],[b'0'],[0.],[-29835.166],[1. 0.]
1796,[0],[b'0'],[0.],[-31444.934],[1. 0.]
1797,[0],[b'0'],[0.],[-31651.678],[1. 0.]
1798,[0],[b'0'],[0.],[-32536.549],[1. 0.]
1799,[0],[b'0'],[0.],[-29489.988],[1. 0.]
1800,[0],[b'0'],[0.],[-31948.129],[1. 0.]
1801,[0],[b'0'],[0.],[-30454.299],[1. 0.]
1802,[0],[b'0'],[0.],[-30426.857],[1. 0.]
1803,[0],[b'0'],[0.],[-31412.525],[1. 0.]
1804,[0],[b'0'],[0.],[-27962.248],[1. 0.]
1805,[0],[b'0'],[0.],[-33059.934],[1. 0.]
1806,[0],[b'0'],[0.],[-35066.688],[1. 0.]
1807,[0],[b'0'],[0.],[-34189.86],[1. 0.]
1808,[0],[b'0'],[0.],[-30038.875],[1. 0.]
1809,[0],[b'0'],[0.],[-32264.545],[1. 0.]
1810,[0],[b'0'],[0.],[-32774.113],[1. 0.]
1811,[0],[b'0'],[0.],[-32626.92],[1. 0.]
1812,[0],[b'0'],[0.],[-32292.07],[1. 0.]
1813,[0],[b'0'],[0.],[-32434.346],[1. 0.]
1814,[0],[b'0'],[0.],[-31511.996],[1. 0.]
1815,[0],[b'0'],[0.],[-31130.166],[1. 0.]
1816,[0],[b'0'],[0.],[-36378.055],[1. 0.]
1817,[0],[b'0'],[0.],[-30946.295],[1. 0.]
1818,[0],[b'0'],[0.],[-31206.324],[1. 0.]
1819,[0],[b'0'],[0.],[-30157.752],[1. 0.]
1820,[0],[b'0'],[0.],[-30402.842],[1. 0.]
1821,[0],[b'0'],[0.],[-33547.215],[1. 0.]
1822,[0],[b'0'],[0.],[-29537.143],[1. 0.]
1823,[0],[b'0'],[0.],[-32840.75],[1. 0.]
1824,[0],[b'0'],[0.],[-33619.434],[1. 0.]
1825,[0],[b'0'],[0.],[-32795.066],[1. 0.]
1826,[0],[b'0'],[0.],[-31532.584],[1. 0.]
1827,[0],[b'0'],[0.],[-31608.207],[1. 0.]
1828,[0],[b'0'],[0.],[-31582.738],[1. 0.]
1829,[0],[b'0'],[0.],[-32948.562],[1. 0.]
1830,[0],[b'0'],[0.],[-32265.625],[1. 0.]
1831,[0],[b'0'],[0.],[-32297.988],[1. 0.]
1832,[0],[b'0'],[0.],[-30085.44],[1. 0.]
1833,[0],[b'0'],[0.],[-32797.855],[1. 0.]
1834,[0],[b'0'],[0.],[-31927.412],[1. 0.]
1835,[0],[b'0'],[0.],[-32449.23],[1. 0.]
1836,[0],[b'0'],[0.],[-33031.137],[1. 0.]
1837,[0],[b'0'],[0.],[-31547.477],[1. 0.]
1838,[0],[b'0'],[0.],[-32678.312],[1. 0.]
1839,[0],[b'0'],[0.],[-31022.63],[1. 0.]
1840,[0],[b'0'],[0.],[-33674.203],[1. 0.]
1841,[0],[b'0'],[0.],[-32451.727],[1. 0.]
1842,[0],[b'0'],[0.],[-29945.494],[1. 0.]
1843,[0],[b'0'],[0.],[-31655.566],[1. 0.]
1844,[0],[b'0'],[0.],[-33716.832],[1. 0.]
1845,[0],[b'0'],[0.],[-31562.486],[1. 0.]
1846,[0],[b'0'],[0.],[-32438.22],[1. 0.]
1847,[0],[b'0'],[0.],[-32335.82],[1. 0.]
1848,[0],[b'0'],[0.],[-29997.201],[1. 0.]
1849,[0],[b'0'],[0.],[-32309.232],[1. 0.]
1850,[0],[b'0'],[0.],[-32558.803],[1. 0.]
1851,[0],[b'0'],[0.],[-30896.86],[1. 0.]
1852,[0],[b'0'],[0.],[-31941.83],[1. 0.]
1853,[0],[b'0'],[0.],[-30302.602],[1. 0.]
1854,[0],[b'0'],[0.],[-35699.297],[1. 0.]
1855,[0],[b'0'],[0.],[-31399.324],[1. 0.]
1856,[0],[b'0'],[0.],[-32804.414],[1. 0.]
1857,[0],[b'0'],[0.],[-32222.943],[1. 0.]
1858,[0],[b'0'],[0.],[-31280.93],[1. 0.]
1859,[0],[b'0'],[0.],[-32001.197],[1. 0.]
1860,[0],[b'0'],[0.],[-30868.531],[1. 0.]
1861,[0],[b'0'],[0.],[-32404.932],[1. 0.]
1862,[0],[b'0'],[0.],[-31904.79],[1. 0.]
1863,[0],[b'0'],[0.],[-29781.02],[1. 0.]
1864,[0],[b'0'],[0.],[-33116.28],[1. 0.]
1865,[0],[b'0'],[0.],[-33847.227],[1. 0.]
1866,[0],[b'0'],[0.],[-30392.377],[1. 0.]
1867,[0],[b'0'],[0.],[-29297.102],[1. 0.]
1868,[0],[b'0'],[0.],[-29993.775],[1. 0.]
1869,[0],[b'0'],[0.],[-33139.992],[1. 0.]
1870,[0],[b'0'],[0.],[-31058.572],[1. 0.]
1871,[0],[b'0'],[0.],[-33963.613],[1. 0.]
1872,[0],[b'0'],[0.],[-31673.328],[1. 0.]
1873,[0],[b'0'],[0.],[-32281.807],[1. 0.]
1874,[0],[b'0'],[0.],[-31204.188],[1. 0.]
1875,[0],[b'0'],[0.],[-30178.967],[1. 0.]
1876,[0],[b'0'],[0.],[-31893.104],[1. 0.]
1877,[0],[b'0'],[0.],[-31808.521],[1. 0.]
1878,[0],[b'0'],[0.],[-32591.8],[1. 0.]
1879,[0],[b'0'],[0.],[-32679.08],[1. 0.]
1880,[0],[b'0'],[0.],[-32556.365],[1. 0.]
1881,[0],[b'0'],[0.],[-29652.635],[1. 0.]
1882,[0],[b'0'],[0.],[-32264.627],[1. 0.]
1883,[0],[b'0'],[0.],[-30795.041],[1. 0.]
1884,[0],[b'0'],[0.],[-29136.992],[1. 0.]
1885,[0],[b'0'],[0.],[-33003.],[1. 0.]
1886,[0],[b'0'],[0.],[-32624.494],[1. 0.]
1887,[0],[b'0'],[0.],[-32719.293],[1. 0.]
1888,[0],[b'0'],[0.],[-29152.451],[1. 0.]
1889,[0],[b'0'],[0.],[-30779.965],[1. 0.]
1890,[0],[b'0'],[0.],[-35920.402],[1. 0.]
1891,[0],[b'0'],[0.],[-33063.906],[1. 0.]
1892,[0],[b'0'],[0.],[-33786.266],[1. 0.]
1893,[0],[b'0'],[0.],[-37732.28],[1. 0.]
1894,[0],[b'0'],[0.],[-31617.225],[1. 0.]
1895,[0],[b'0'],[0.],[-30718.174],[1. 0.]
1896,[0],[b'0'],[0.],[-31167.37],[1. 0.]
1897,[0],[b'0'],[0.],[-32306.572],[1. 0.]
1898,[0],[b'0'],[0.],[-32325.623],[1. 0.]
1899,[0],[b'0'],[0.],[-32897.434],[1. 0.]
1900,[0],[b'0'],[0.],[-30058.287],[1. 0.]
1901,[0],[b'0'],[0.],[-35662.44],[1. 0.]
1902,[0],[b'0'],[0.],[-31640.023],[1. 0.]
1903,[0],[b'0'],[0.],[-32734.73],[1. 0.]
1904,[0],[b'0'],[0.],[-32847.71],[1. 0.]
1905,[0],[b'0'],[0.],[-32167.018],[1. 0.]
1906,[0],[b'0'],[0.],[-31524.814],[1. 0.]
1907,[0],[b'0'],[0.],[-30381.387],[1. 0.]
1908,[0],[b'0'],[0.],[-34470.805],[1. 0.]
1909,[0],[b'0'],[0.],[-29467.436],[1. 0.]
1910,[0],[b'0'],[0.],[-33060.64],[1. 0.]
1911,[0],[b'0'],[0.],[-31565.316],[1. 0.]
1912,[0],[b'0'],[0.],[-31716.895],[1. 0.]
1913,[0],[b'0'],[0.],[-29945.559],[1. 0.]
1914,[0],[b'0'],[0.],[-32647.986],[1. 0.]
1915,[0],[b'0'],[0.],[-34125.312],[1. 0.]
1916,[0],[b'0'],[0.],[-33348.273],[1. 0.]
1917,[0],[b'0'],[0.],[-33513.293],[1. 0.]
1918,[0],[b'0'],[0.],[-33064.11],[1. 0.]
1919,[0],[b'0'],[0.],[-31237.697],[1. 0.]
1920,[0],[b'0'],[0.],[-33840.832],[1. 0.]
1921,[0],[b'0'],[0.],[-32515.04],[1. 0.]
1922,[0],[b'0'],[0.],[-33324.375],[1. 0.]
1923,[0],[b'0'],[0.],[-33378.125],[1. 0.]
1924,[0],[b'0'],[0.],[-30255.898],[1. 0.]
1925,[0],[b'0'],[0.],[-31183.717],[1. 0.]
1926,[0],[b'0'],[0.],[-32589.299],[1. 0.]
1927,[0],[b'0'],[0.],[-33501.125],[1. 0.]
1928,[0],[b'0'],[0.],[-32320.775],[1. 0.]
1929,[0],[b'0'],[0.],[-32651.625],[1. 0.]
1930,[0],[b'0'],[0.],[-30510.229],[1. 0.]
1931,[0],[b'0'],[0.],[-34826.37],[1. 0.]
1932,[0],[b'0'],[0.],[-31610.814],[1. 0.]
1933,[0],[b'0'],[0.],[-33862.285],[1. 0.]
1934,[0],[b'0'],[0.],[-32005.45],[1. 0.]
1935,[0],[b'0'],[0.],[-30268.312],[1. 0.]
1936,[0],[b'0'],[0.],[-31725.518],[1. 0.]
1937,[0],[b'0'],[0.],[-31091.266],[1. 0.]
1938,[0],[b'0'],[0.],[-29991.441],[1. 0.]
1939,[0],[b'0'],[0.],[-30489.473],[1. 0.]
1940,[0],[b'0'],[0.],[-33011.492],[1. 0.]
1941,[0],[b'0'],[0.],[-29348.805],[1. 0.]
1942,[0],[b'0'],[0.],[-32194.434],[1. 0.]
1943,[0],[b'0'],[0.],[-35595.234],[1. 0.]
1944,[0],[b'0'],[0.],[-30023.244],[1. 0.]
1945,[0],[b'0'],[0.],[-31815.402],[1. 0.]
1946,[0],[b'0'],[0.],[-28810.484],[1. 0.]
1947,[0],[b'0'],[0.],[-30236.652],[1. 0.]
1948,[0],[b'0'],[0.],[-32528.234],[1. 0.]
1949,[0],[b'0'],[0.],[-31915.477],[1. 0.]
1950,[0],[b'0'],[0.],[-31844.191],[1. 0.]
1951,[0],[b'0'],[0.],[-30808.152],[1. 0.]
1952,[0],[b'0'],[0.],[-33130.547],[1. 0.]
1953,[0],[b'0'],[0.],[-32647.922],[1. 0.]
1954,[0],[b'0'],[0.],[-31727.307],[1. 0.]
1955,[0],[b'0'],[0.],[-38302.6],[1. 0.]
1956,[0],[b'0'],[0.],[-31175.814],[1. 0.]
1957,[0],[b'0'],[0.],[-38054.45],[1. 0.]
1958,[0],[b'0'],[0.],[-29500.484],[1. 0.]
1959,[0],[b'0'],[0.],[-33105.703],[1. 0.]
1960,[0],[b'0'],[0.],[-35752.67],[1. 0.]
1961,[0],[b'0'],[0.],[-31781.463],[1. 0.]
1962,[0],[b'0'],[0.],[-31949.19],[1. 0.]
1963,[0],[b'0'],[0.],[-31327.383],[1. 0.]
1964,[0],[b'0'],[0.],[-31589.596],[1. 0.]
1965,[0],[b'0'],[0.],[-35152.383],[1. 0.]
1966,[0],[b'0'],[0.],[-32359.94],[1. 0.]
1967,[0],[b'0'],[0.],[-32214.965],[1. 0.]
1968,[0],[b'0'],[0.],[-31716.562],[1. 0.]
1969,[0],[b'0'],[0.],[-36947.05],[1. 0.]
1970,[0],[b'0'],[0.],[-29714.902],[1. 0.]
1971,[0],[b'0'],[0.],[-30800.428],[1. 0.]
1972,[0],[b'0'],[0.],[-32526.684],[1. 0.]
1973,[0],[b'0'],[0.],[-30636.266],[1. 0.]
1974,[0],[b'0'],[0.],[-32138.158],[1. 0.]
1975,[0],[b'0'],[0.],[-30642.002],[1. 0.]
1976,[0],[b'0'],[0.],[-33475.8],[1. 0.]
1977,[0],[b'0'],[0.],[-33349.477],[1. 0.]
1978,[0],[b'0'],[0.],[-31881.07],[1. 0.]
1979,[0],[b'0'],[0.],[-29454.287],[1. 0.]
1980,[0],[b'0'],[0.],[-32608.885],[1. 0.]
1981,[0],[b'0'],[0.],[-30706.227],[1. 0.]
1982,[0],[b'0'],[0.],[-32023.416],[1. 0.]
1983,[0],[b'0'],[0.],[-32195.867],[1. 0.]
1984,[1],[b'1'],[1.],[5222.2847],[0. 1.]
1985,[0],[b'0'],[0.],[-30181.705],[1. 0.]
1986,[0],[b'0'],[0.],[-34368.625],[1. 0.]
1987,[0],[b'0'],[0.],[-34277.395],[1. 0.]
1988,[0],[b'0'],[0.],[-30949.697],[1. 0.]
1989,[0],[b'0'],[0.],[-30252.072],[1. 0.]
1990,[0],[b'0'],[0.],[-32312.068],[1. 0.]
1991,[0],[b'0'],[0.],[-31974.525],[1. 0.]
1992,[0],[b'0'],[0.],[-31829.582],[1. 0.]
1993,[0],[b'0'],[0.],[-32781.895],[1. 0.]
1994,[0],[b'0'],[0.],[-30918.684],[1. 0.]
1995,[0],[b'0'],[0.],[-29041.062],[1. 0.]
1996,[0],[b'0'],[0.],[-31844.262],[1. 0.]
1997,[0],[b'0'],[0.],[-30537.041],[1. 0.]
1998,[0],[b'0'],[0.],[-31607.162],[1. 0.]
1999,[0],[b'0'],[0.],[-33521.227],[1. 0.]
2000,[0],[b'0'],[0.],[-32333.557],[1. 0.]
2001,[0],[b'0'],[0.],[-31761.877],[1. 0.]
2002,[0],[b'0'],[0.],[-30530.406],[1. 0.]
2003,[0],[b'0'],[0.],[-31640.094],[1. 0.]
2004,[0],[b'0'],[0.],[-32601.334],[1. 0.]
2005,[0],[b'0'],[0.],[-30101.652],[1. 0.]
2006,[0],[b'0'],[0.],[-30919.969],[1. 0.]
2007,[0],[b'0'],[0.],[-33278.58],[1. 0.]
2008,[0],[b'0'],[0.],[-35093.78],[1. 0.]
2009,[0],[b'0'],[0.],[-31793.44],[1. 0.]
2010,[0],[b'0'],[0.],[-34501.52],[1. 0.]
2011,[0],[b'0'],[0.],[-33707.527],[1. 0.]
2012,[0],[b'0'],[0.],[-33150.363],[1. 0.]
2013,[0],[b'0'],[0.],[-34273.97],[1. 0.]
2014,[0],[b'0'],[0.],[-31309.584],[1. 0.]
2015,[0],[b'0'],[0.],[-31467.686],[1. 0.]
2016,[0],[b'0'],[0.],[-31278.54],[1. 0.]
2017,[0],[b'0'],[0.],[-31403.717],[1. 0.]
2018,[0],[b'0'],[0.],[-32512.6],[1. 0.]
2019,[0],[b'0'],[0.],[-31858.006],[1. 0.]
2020,[0],[b'0'],[0.],[-33662.414],[1. 0.]
2021,[0],[b'0'],[0.],[-34105.906],[1. 0.]
2022,[0],[b'0'],[0.],[-35631.312],[1. 0.]
2023,[0],[b'0'],[0.],[-28880.05],[1. 0.]
2024,[0],[b'0'],[0.],[-29251.605],[1. 0.]
2025,[0],[b'0'],[0.],[-30193.557],[1. 0.]
2026,[0],[b'0'],[0.],[-33805.14],[1. 0.]
